places,time,tweet
"New York, NY",2021-01-15 16:10:01,"#COVID19 #FactFriday
On the heels of a post-holiday rise in hospitalizations, a COVID-19 death rate 25 percent higher than in any previous week.
#mobilehealthnyc #mobilehealth #TheAtlantic

https://t.co/EwN1bdECzF"
,2021-01-15 16:10:00,"@kayleighmcenany 
Affiliate link promotion
#COVID19 #cryptocurrency #coronavirus #FineBoy #homeschooling2021 #onepiece1001 #PricelessJennieDay #UgandaElections #vaccinationCovid #XiaoZhan 
https://t.co/LpUnWy9s2f"
Canada,2021-01-15 16:10:00,Have questions about the #COVID19 vaccines? Make sure you get the facts. https://t.co/u3z7soVDOk https://t.co/o1wqAEvKFV
"New Delhi, India",2021-01-15 16:10:00,"Meghalaya registered four new #COVID19 cases while four recoveries also reported today.

Total confirmed COVID-19 cases amount to 13,691 while 13,386 have recovered, 161 are still active and 144 deaths."
"Paris, France",2021-01-15 16:10:00,"@cfbennett2 🧪🇫🇷 #France will carry out at least one million #Covid19 tests per month in #schools as part of a strategy to keep them open during the #pandemic, PM #Castex said on Thursday.

France 24's @clairepaccalin reports ⤵️ https://t.co/wKP3V6NRqZ"
Saudi Arabia,2021-01-15 16:10:00,"#BREAKING: The UK confirms 1,280 #COVID19 deaths and 55,761 new cases #coronavirus 
https://t.co/ApbwqXRaZo https://t.co/SIKvYd5xqG"
Luxembourg,2021-01-15 16:09:58,"Post #COVID19 pandemic: stagnation or transformation?
The EIB #InvestmentReport 2020/2021 will focus on the investment needed to achieve a digital and #GreenRecovery of the #EU economy &amp; look at progress so far.
Pre-order now 👉 https://t.co/LQKg63RJdO #EIBEcon https://t.co/hKx5kz2iVU"
USA,2021-01-15 16:09:56,FREE Preview - Winter 2021 Magazine Issue! Financing During COVID-19: Find Startup Funding   https://t.co/lP3gK7I1Ru #WandaVision #financialplanning #COVID19 #SmallBusinesses
"Maryland, USA",2021-01-15 16:09:56,"#coronavirus #COVID19 @WHO 

How it started.      How it’s going. https://t.co/rrxMiCerxY"
Toronto,2021-01-15 16:09:53,NEW: Toronto Public Health is expanding it's #COVID19 tracing efforts by hiring 180 new contact callers and case managers. They have suspended reporting contacts reached within 24 hours. https://t.co/drCEylmuXf
Johannesburg,2021-01-15 16:09:52,#COVID19 |Marwala says the science is clear - 5G does not spread Covid-19.
"Belfast, Northern Ireland",2021-01-15 16:09:50,"Coronavirus updates: Stormont to reduce business to limit numbers attending #coronavirus #COVID19 
https://t.co/fzMqzG7l7z https://t.co/a07ONL9ZCE"
Haiti,2021-01-15 16:09:47,"So I intubated an asthmatic patient the other day. Despite every level of management, she was getting worse.  So we had to protect the airway. Turns out her COVID19 PCR came back: Positive.

So please: PUT YOUR MASK ON. 

#covid19 #emergencymedicine #residency"
,2021-01-15 16:09:46,Did I miss something or is it just me that thinks @dlrcc raising the property tax by 15% is wrong in the middle of a pandemic? @CormacDevlin from what I was told they are the only council to do it. #COVID19 #dlrcc #greed #propertytax #badtiming
Midrand,2021-01-15 16:09:45,#COVID19 |Marwala says the science is clear - 5G does not spread Covid-19.
"San Diego, California",2021-01-15 16:09:45,"Thank you National Guard for stepping up! 

#covid19
#covidvaccine
@NYTimes ⁦@USNationalGuard⁩  https://t.co/PMuowH21kv"
"11150A Asheville Hwy Inman, SC",2021-01-15 16:09:43,"We Supply the Safety of Our Future! 

Go to -&gt; (https://t.co/7GYJwcxpys) and get high-quality medical supplies for your offices &amp; classrooms

#PPE #COVID19 #Health #Vaccine #Safety #MaskUp #Gloves #HandSanitizer #Education #Business #SchoolsReopening #Schools #Students #Teachers https://t.co/MYhBp9ZUys"
,2021-01-15 16:09:41,"People say flu numbers are down because everyone’s wearing masks, but then say Covid numbers are up because no ones wearing a mask 🤔 sooo which is it? #askingforafriend #covid19 #flu"
,2021-01-15 16:09:40,What are the SARS-CoV-2 exposure risks for workers on mink farms? https://t.co/pqMBWx1Hb6 @medrxivpreprint @UtrechtUni @WURbvr @ErasmusMC @_NVWA @GD_Deventer #SARSCOV2 #COVID19 #covid #Netherlands #minks #zoonosis #transmission #risk #pandemic https://t.co/DLEnJ2Ufnc
"Philadelphia, PA",2021-01-15 16:09:39,Today's Edition of GU #jesus #covid19 #gateway #hope  Gateway Update FRI 1/15/21 https://t.co/5aeAigrMOi via @YouTube
https://myspace.com/taosharpto,2021-01-15 16:09:33,"@fordnation
""Toronto’s pseudo lockdown shuttered small stores that might only ever have a few customers at a time but enabled crowding at large retailers. Ice-cream shops were essential; bookshops and toy stores were not.""

#COVID19 #FordfailedOntario https://t.co/xgtdlkrIIC"
"Gaithersburg, MD",2021-01-15 16:09:32,"Today, 15 January 2021, there were 441 new cases and 6 new deaths in @MontgomeryCoMD. Since March 5, 2020, we have seen 53,283 confirmed cases of #COVID19 (cumulative), and 1,217 #MoCo residents have been killed. #WearAMask #StayHomeSaveLives https://t.co/xkJKdxEpWM"
,2021-01-15 16:09:28,"@JoeBiden 
Affiliate link promotion
#COVID19 #cryptocurrency #coronavirus #FineBoy #homeschooling2021 #onepiece1001 #PricelessJennieDay #UgandaElections #vaccinationCovid #XiaoZhan 
https://t.co/LpUnWy9s2f"
"Detroit, MI",2021-01-15 16:09:27,While all faculty are struggling #women more than men say their workloads &amp; work-life-strains have increased “On the Verge of Burnout: #COVID19 's impact on faculty” is based on US-wide survey of 1122 professors by @chronicle  in Oct 2020. https://t.co/iNZGTUieL4 #AcademicChatter https://t.co/1IXmmN3xGa
Midwest,2021-01-15 16:09:23,"@ATabarrok Imagine all those people who got vaccinated all at once, and then had to just sit around for six weeks, with nothing to do but not get sick and die.
#covid19 #vaccine #wales
https://t.co/uYI72gXybW"
United Kingdom,2021-01-15 16:09:21,"1,200+ deaths in the last 24 hours

Johnson’s corrupt and inept government MUST be held to criminal liability for this slaughter ... and the lockdown skeptic crew need to seriously shut the fuck up

#ToryLies 
#ToryCorruption 
#ToryIncompetence 
#ToryScum 
#CovidUK 
#COVID19"
"Mountain View, CA",2021-01-15 16:09:21,"Safety and Security Professionals, Are You Prepared to Manage COVID-19 Through The Winter? 

https://t.co/OURvTs82Iw 

#covid19 #pandemic #virus #fever #publicsafety #security"
,2021-01-15 16:09:18,"Another beautiful Andalusian winter day. Too many loved ones tested positive this week, so we are taking it easy while we wait to see what new measures await. #fbpe #COVID19 #JuntadeAndalucia https://t.co/miHb1FN0eM"
,2021-01-15 16:09:14,"Remember when deaths of 700 were astonishing.

Now more than 1200 deaths every day and no reactions from MSM

#bbcnews #skynews #COVID19 #COVIDー19"
,2021-01-15 16:09:13,"@DonaldJTrumpJr Sorry bud, @potus has been inciting violence and white supremacy since before the beginning of his office. It's all on tape. He did NOTHING to stop this breach! #ImpeachedTwice #IncitingViolence #HoldThemAllAccountable #CoupAttempt #COVID19 
#WearADamnMask 😷☮️🗳️"
Mollerussa,2021-01-15 16:09:13,📍Dades #COVID19 #Mollerussa 👇 https://t.co/9gm1ocNBA9
"London, England",2021-01-15 16:09:13,"So massively proud of the @uclh team, as I am every single person who works for our #NHS and everything the NHS is. This is us, this is what we do. It’s rough right now but we’ll get through it. We always do. #COVID19

https://t.co/CrRwKmOTUr"
,2021-01-15 16:09:12,Think: If the people running #COVID19 strategies in #BC &amp; #Canada were school boards refusing to follow accepted accounting or management or civil rights principles—they’d be forcibly removed—yet here were are with guidelines &amp; strategies REFUTING accepted science &amp; experience. https://t.co/kF93YxqJ6o
United Kingdom,2021-01-15 16:09:11,"Did you know under the new #GovernmentLegislation any organisation performing #COVID19 mass testing in a business/organisation setting, is required to set up specialist #waste handling arrangements to stay fully compliant.

If this effects you we can help, so contact us today! https://t.co/3Z8ith0u3A"
"Minneapolis, MN",2021-01-15 16:09:10,"Via @DrEricDing : Trump WH previously turned down 100 million more Pfizer / BioNTech vaccine doses. It went to EU instead - they snatched it up when Trump HHS declined it. 
#TrumpTreason #COVID19 #vaccine https://t.co/GPv5jYKyIq"
"Lexington, KY",2021-01-15 16:09:10,Check out how your state has done at vaccinating residents against COVID-19! #bbn #COVID19 #CovidVaccine  #coronavirus https://t.co/AKx1KjS8h7
"Kamloops, British Columbia",2021-01-15 16:09:09,"Temporary delay announced for  Canadian shipments of COVID-19 vaccines from Pfizer and BioNTech.
#Kamloops #COVID19 
https://t.co/BuBSUPGuUu https://t.co/vA2EFVFwU7"
"Worcester, MA",2021-01-15 16:09:08,"First Responders rely on PPE to keep themselves safe while serving the community. 

The Copper Clean bag protects your mask from cross-contamination and better equips you to deal with PPE shortages. 

Buy Now: https://t.co/Mgpx8MuEQ5
#COVID19 #CoronavirusStrain #EssentialWorkers https://t.co/W0GpVVA0Yc"
Los Angeles,2021-01-15 16:09:06,"@BloombergCities: In #Bratislava, Slovakia, Mayor @matusvallo launched a major testing operation when #COVID19 cases were on the rise. He explains what other measures the city has implemented to keep residents safe throughout the pandemic. https://t.co/NBTFm6kksP #localgovwire"
London,2021-01-15 16:09:04,"You can help to #KeepLondonSafe &amp; stop the spread of #Covid19 by making sure to wash your hands regularly, cover your face &amp; make space https://t.co/GPmVGAeHpJ"
,2021-01-15 16:09:02,"@ReverendWarnock @JakeYeston So thrilling seeing people get vaccinated! Thank you  @reverendwarnock for sharing! For anyone wanting to understand how the vaccines work before it’s their turn, I made this COVID vaccine explainer video https://t.co/vWQm32zbfG  #scicomm  #COVID19  #vaccine #GetVaccinated"
,2021-01-15 16:09:00,"#ltss residents have had the double disadvantage of high #COVID19 risk &amp; severe isolation from family &amp; loved ones, again highlighting the classic sociologic comparison between long-term care &amp; prisons. Hopeful that with vaccines we will see changes to visitation criteria soon. https://t.co/yBtjsL73f3"
,2021-01-15 16:08:55,"@benshapiro 
Affiliate link promotion
#COVID19 #cryptocurrency #coronavirus #FineBoy #homeschooling2021 #onepiece1001 #PricelessJennieDay #UgandaElections #vaccinationCovid #XiaoZhan 
https://t.co/LpUnWy9s2f"
"Dallas, TX",2021-01-15 16:08:47,"I’m doing between $600 to $1,000  Cash app  Giveaway only First 50  people to DM and like will receive $500 through cash app. I’ve been doing this months ago 💵💵💵💵 good luck 
#SweetcornGiveaway 
#NBA ￼ 
#AmericanFootball 
#CashApp
#CollegeBasketball 
#COVID19 https://t.co/RaWCtmPbde"
Cloud,2021-01-15 16:08:43,"Microsoft MCSA / MCSE Certifications Get Extended
 #Coronavirus #COVID19 #PearsonVUE #Cloud #CloudFamily
https://t.co/sQH77PAkZ1"
"Hamilton,On.CAN.",2021-01-15 16:08:42,"Friday on The Scott Thompson Show! @AM900CHML 
Should we be giving out C19 vaccine reserved for the 2nd dose, after Pfizer reduces delivery?
https://t.co/tTTV6UIMwO
scottthompson@900chml.com 905.645.3221
#HamOnt #COVID19 #PfizerVaccine #Pfizerdelay #onploi #cdnpoli"
USA,2021-01-15 16:08:42,"How backwards is #US society now? People want #inmates &amp; #smokers to receive the #coronavirus #covid19 #vaccine BEFORE #educators, #EssentialWorkers. Wow. Irrational #bleedingheart #tunnelvision society."
Winnipeg,2021-01-15 16:08:42,"The premier is speaking alongside Dr. Roussin at today's public-health briefing.

It's likely Pallister will float potential relaxed pandemic restrictions for Jan. 23.

Both have promised public consultation first. We won't see a new public health order until next week. #COVID19"
"Karlsruhe, Germany",2021-01-15 16:08:41,"#Corona Info for #India:
New Cases: 11857
Today Recovery: 11665
Today Deaths: 114
Total Active Cases: 214550
Total Cases: 10540365
Total Recovery: 10173747
Total Deaths: 152068
#Coronavirus  #Covid19 #Covid_19 #SARSCoV2 #StaySafe 

Source: 'CoronaTrackerNepal_bot' #Telegram."
,2021-01-15 16:08:41,"For anyone who has a large social media platform 
Please if you love having fun out there and don't care about wearing masks
Please keep your stories private, coz u r just ruining efforts of thousands of doctors around the world
#COVID19 
مقصودة ونص 🙃"
"Boston, MA",2021-01-15 16:08:40,"Honored to join @CFR_Religion @DalbergTweet @CFR_org faith-based &amp; social justice leaders to discuss global equity in distributing the #COVID19 #vaccine.  Join @Oxfam @PeoplesVaccine in calling for a #PeoplesVaccine - free, fair, &amp; fully accessible to all https://t.co/Vgfl322sby"
"St Petersburg, FL",2021-01-15 16:08:39,"APPOINTMENTS ARE FULL. That didn’t take long! Just an hour and five minutes after @HealthyPinellas opened vaccine registrations, the 10,000 appointments are full. #Pinellas isn’t sure when they’ll get more vials from the state. @abcactionnews #FL #CovidVaccine #COVID19 https://t.co/rhorjHonbq"
Australia,2021-01-15 16:08:39,"@leeroden7 @SimonGr41594862 @jamnoise72 ""Admission"" 2

If Freeman or you knew a bit more,
you'd know viruses have preferred cells they infect
It's called tropism
&amp; is not a new concept

#SARSCoV2 can &amp; does infect some human cell lines
as shown by these data
from
https://t.co/tDuK3Dak02

#COVID19 https://t.co/ydgQXJYF5I"
Wakefield,2021-01-15 16:08:37,Our latest #COVID19 guidance update for #medical &amp; #surgical specialties is now available https://t.co/rvanhlzQQ7 @MYHTfellows @MidYorksMESH https://t.co/bVRu6AGX6T
motherland,2021-01-15 16:08:35,"#COVID19 🦠 is like a stray bullet, it doesn’t discriminate.. #staymaskedup #maskupnigeria #MaskUpAfrica #StaySafe"
Hants,2021-01-15 16:08:30,"@DrJaninaRamirez @wmarybeard @bettanyhughes @TheFemaleGreer @PhilipPullman @BBCPolitics @afshinrattansi @SkyNews @Channel4News ""..be careful that's a long way down (the eugenicists' abyss)""   
https://t.co/3uk6Nc3Lgu #TLN #Covid19 #OurBodies #PfizerVaccine #FakeNews? Also.. https://t.co/u14t7ebhDK #5Filters https://t.co/jWjoDN7c7C"
"Ladybridge, Bolton",2021-01-15 16:08:28,"Our #COVID19 Test Centre is up and running!  From Monday, staff and keyworker learners may be tested and we'll be ready for when all our #LadybridgeLearners return. A huge thankyou to all those involved in helping us to #StaySafe 😷#TeamLadybridge https://t.co/9LZ109nLC9"
"Coral Gables, FL",2021-01-15 16:08:28,Pretty sure he ought to keep his arse in #Florida and fix the problems he has caused here! #DeathSantis leading Floridians to their deaths. #COVID19 #desantiscovidcoverup https://t.co/1jmfEqT58t
"Lahore,Pakistan",2021-01-15 16:08:27,@AstraZeneca ceo wished Oxford astrazenca #COVID19 vaccine will be avilable at 3$ by end of 2021 .today it is being offered at 3 dollar a dose at 30 $ for 10 dose vial.@VaccinesToday @pfizer #sinovac @
"Brantford, Ontario",2021-01-15 16:08:25,"Wave goodbye to germs on #FactFriday 👋 Door handles rank in the top 5 dirtiest objects in a business. Our team can automate any door.

Reduce the spread with our products 👇
https://t.co/CuhUKSWEWA

#automaticdoors #COVID19 #germfree https://t.co/uAxV5KeMK9"
"Helena, Montana, USA",2021-01-15 16:08:21,No vaccination for me.  Sold out in less than two minutes.  #COVID19
Australia,2021-01-15 16:08:21,"@leeroden7 @SimonGr41594862 @jamnoise72 Also, Freeman repeatedly refers to ""base pairs""

#SARSCoV2 is a SINGLE-STRANDED rna virus
It doesn't have ""base pairs""

""Base pairs"" are in double-stranded RNA or DNA

There are no ""base pairs"" in the single-stranded SARSCoV2

Freeman doesn't know this
&amp; gets it wrong

#COVID19"
,2021-01-15 16:08:20,"...setting and testing the last generation cytocamV3 for monitoring #microcirculation...we are the fifth center worldwide to have it delivered...looking forward to use it on #COVID19 patients. Especially now that the first study on the topic is out
https://t.co/HIdKHZjVuo https://t.co/5KpIcyDq9a"
Johannesburg,2021-01-15 16:08:17,"#COVID19 |Marwala uses the concept of anchoring bias and the irrationality of humans to explain how conspiracy theorists linked 5G and the virus. He adds these theories and misinformation have been fueled by celebrities including Novak Djokovic and wife, Jelena."
"Bedford, MK43 0AR",2021-01-15 16:08:16,"Our adjustable Face Shields offer protection for you and your staff and now on Special Offer - just £2.67 each!

https://t.co/VN7Eb9CFIV

#RAJA #RAJAUK #COVID19 #CoronaVirus #PPE #FaceMask #Protection https://t.co/IlzdI9GTPM"
London ,2021-01-15 16:08:16,"Highly recommend listening and sharing this @independentsage briefing if you work with, care for, &amp; care about young people - Hood, Alma and Noah eloquently share their perspectives and thoughts on young people, mental health and the pandemic #mentalhealth #COVID19 #youngpeople https://t.co/UG0h5O4jpC"
,2021-01-15 16:08:12,"@KateGreenSU has admitted to politicising #COVID19, by labelling it a “good crisis” to exploit. 

She is woefully under-qualified and completely unfit to be Education Secretary. 

#coronavirus #ErithAndThamesmead #Greenwich #ProjectWoke https://t.co/hl72iOWgxr"
London,2021-01-15 16:08:11,Record year for UK tech investment despite COVID-19 #BusinessCloud #harveynash #investment #COVID19 https://t.co/yo4X6rcKtL https://t.co/HuetTWhrXW
"Kootenay Boundary, BC",2021-01-15 16:08:11,"👏A little louder for the people in the back👏

Do. Not. Travel.

#COVID19 https://t.co/Nnb3C7L3nk"
,2021-01-15 16:08:11,"Governor @jidesanwoolu while applauding the organisers of the programme, said despite the current situation of the #COVID19 pandemic in Nigeria and other parts of the world, they could keep up with the yearly ritual while adhering to safety protocols."
,2021-01-15 16:08:10,"...Lagos on Friday, Governor @jidesanwoolu said Nigerians should be thankful to God for celebrating his year's ceremony despite the #COVID19 pandemic."
"Cleveland, Ohio",2021-01-15 16:08:09,"FREE #COVID19 testing coming to the Cuyahoga County Fairgrounds (Tuesday, January 19) and Shaker Heights (Wednesday, January 20). Space is limited, and you must register in advance. As always, *tips hat* to our partners at @CCBH_Net.

DETAILS: https://t.co/jTandBrLis https://t.co/p2GCu65Cd8"
,2021-01-15 16:08:08,"@MrMichaelBurkes 
Affiliate link promotion
#COVID19 #cryptocurrency #coronavirus #FineBoy #homeschooling2021 #onepiece1001 #PricelessJennieDay #UgandaElections #vaccinationCovid #XiaoZhan 
https://t.co/LpUnWy9s2f"
,2021-01-15 16:08:06,"We are now going to see The Midlands response to COVID-19 - Tackling the virus with research excellence.

A video created to highlight some of the amazing research that has been happening in the Midlands in response to #COVID19 

#MidlandsHealth https://t.co/ueCYmfw2nT"
"📍 Stansted, UK",2021-01-15 16:08:05,"Do you have questions about #COVID19 testing at London Stansted Airport? 
Not sure which test to take or how long it takes to get the results? Please visit the Collinson's FAQs page for all you need to know &gt;&gt;&gt; https://t.co/tYGlrCFuIY. https://t.co/EY5S7s03Ql"
"England, United Kingdom",2021-01-15 16:08:04,"Tickets selling fast on these Apple AirPods Pro

Click here 👉🏼 https://t.co/XG8SS51xcw 👈🏼

#AirPodsMax #ApplePay #appleevent #AirPods #AirPodsPro2
#iPhone #COVID19 #COVIDー19 #FridayFeeling #lockdown #lockdownuk #WandaVision #NHS #London"
"Ottawa, Ontario",2021-01-15 16:08:04,Pfizer has announced a delay in  #COVID19 vaccine production impacting Canada's shipments. #ottnews https://t.co/yHz6a2IZ1j
"London, England",2021-01-15 16:08:02,"Great to see #mentalhealth professionals such as @SerraPitts addressing the realities of #employeewellbeing during #Covid19, as difficult emotions such as anger and uncertainty leave workers reflecting on their quality of life. @InsightOnWork reports: https://t.co/UmpBqOZ9xc #HR"
Australia,2021-01-15 16:08:02,"@leeroden7 @SimonGr41594862 @jamnoise72 Freeman's article frets about not sequencing an isolate

If you can read
the research paper 
that describes the isolation &amp; sequencing in detail https://t.co/eC8igk8reO
you'll see an ISOLATE was sequenced

#SARSCoV2 #COVID19"
India,2021-01-15 16:08:00,"#COVID19 vaccine, border issue discussed during #India, #Nepal talks

https://t.co/KBxB9fMtCT"
"Romeoville, Illinois",2021-01-15 16:08:00,".@LewisUAlumni Taylor Boelte and Dr. Julia Koklys, nurse practitioner and chair of the #LewisU nursing department, provide insight to @WNIJNews on how our nursing students and faculty adjusted to the #COVID19 pandemic.
https://t.co/n84WoDR8js"
"Boston, MA",2021-01-15 16:07:59,"Join @revrenddoctor  and @EricLesser  today for a virtual conversation on economic recovery and racial equity! Go to @EricLesser to watch the Lunchtime Livestream at noon! 
-
#racialequity #Boston #BECMA #COVID19 #economy 
#Massachusetts https://t.co/LaNT4cUwfG"
"London, England",2021-01-15 16:07:59,"Celtic boss Neil Lennon and assistant John Kennedy will be back to work from their #COVID19 isolation on Monday.

Some players will return on Sunday, while the rest are back on Monday."
United Kingdom,2021-01-15 16:07:57,TfGM says that anyone who bought the £10 add-on and still needs to travel for a permitted reason will still be able to use their pass until the 31st March 2021 without renewing. https://t.co/j7zSFc5qMc #trainspotting #railway #train #rail #travel #manchester #coronavirus #covid19
"Springfield, IL",2021-01-15 16:07:56,The Speaker’s Chief of Staff tested positive for #COVID19 after a busy week of session. https://t.co/uLiMdgbni7
"Metha Nagar, Nungambakkam. ",2021-01-15 16:07:53,"World’s Biggest #COVID19 vaccination drive starts from tomorrow- Jan 16. 
#CoronaVaccine

First Indian Member of Parliament from Gautam Buddha Nagar, 
Dr Mahesh Sharma will be administered the COVID-19 vaccine on January 16 (Saturday).
#India #COVID19 #TamilNadu #Chennai #Subash"
Global Health+Tech from Boston,2021-01-15 16:07:53,"Defeating #COVID19 with the #vaccine 🤞👏
Until then, #MaskUp &amp; #StaySafe!😷

@EvanKirstel @eViRaHealth @JimHarris 
HT @NestorANoriega 
#vaccinationCovid #Covid 
https://t.co/ILDMWsmNI5"
Midrand,2021-01-15 16:07:53,"#COVID19 |Marwala uses the concept of anchoring bias and the irrationality of humans to explain how conspiracy theorists linked 5G and the virus. He adds these theories and misinformation have been fueled by celebrities including Novak Djokovic and wife, Jelena."
"Great Lakes, North America",2021-01-15 16:07:49,"Environmental, human rights and community-based groups (over 600!) signed a letter to @JoeBiden and @KamalaHarris urging them to support a STOP to #WaterShutoffs for at least a year after #COVID19 is no longer an emergency.

No one should have to go without #CleanWater. https://t.co/KuVa2hsVds"
Canada,2021-01-15 16:07:46,"#ResignKenney #FiretheUCP #RecallUCP #Boo #BetterOffWithRachel #AbLeg #abpoli  #SavetheRockies

So, you caved to the pressure from a few barbers, etc. And before we will have the #Covid19 stats from the first two weeks of school, you are going to increase community exposure?"
Australia,2021-01-15 16:07:41,"@leeroden7 @SimonGr41594862 @jamnoise72 So much wrong here
Plenty of errors to address
Here come some...

The first part of Freeman's article
colour-coded for accuracy

Red: wrong
Yellow: half right (credit where due) but biased
Green: correct

#SARSCoV2 #COVID19 https://t.co/RglDm6Xlq7"
"United Kingdom, Global",2021-01-15 16:07:39,"""For those who thought that #COVID19 would only affect 2020, think again, the pandemic we are in now, will be known to future generations as ‘The Great 2020 / 2021 Pandemic"" https://t.co/XGF5306kEf"
"London, England",2021-01-15 16:07:38,"If you want to know how serious the UK variant of #COVID19 is, my friend caught it because a kid was running around the hallways in her building and she returned him to his parents just 2 floors up. Max 12 minutes together indoors.

WEAR A MASK"
,2021-01-15 16:07:37,@TheSportsJD All aspects are important. We will soon swing the pendulum where the supply is sufficient but we’re not there yet. Both @pfizer and @moderna_tx have committed to enough doses to inoculate 200 million Americans #COVID19 #CovidVaccine
Toronto,2021-01-15 16:07:32,Speak up. Even if it’s tough to say. #StayHomeSaveLives #COVID19 https://t.co/Z8eYasKoxU
,2021-01-15 16:07:31,Who should @MikhailaAleksis and @jordanbpeterson get on their podcast to discuss #lockdown ? @FatEmperor @MichaelYeadon3 #podcast #COVID19 #Lockdown3
,2021-01-15 16:07:27,"UK economy shrank by 2.6% in November as services suffered via @BBCNews 

https://t.co/2Pfi8v8bEi

#UK #economy #workers #wages #politics #finance #markets #budgets #pubs #restaurants #retail #hotels #HighStreet #BIDs #cities #towns #COVID19 https://t.co/ewsHk9NQXb"
United States,2021-01-15 16:07:23,#TheGameShowShow EP99: FAILURE IS THE MOTHER OF SUCCESS w/ @peoplecallmeJAZ @andersonlawfer @JohnnyMoDigital @StephCharaska #NSFWAF #Chicago #Comedy #Podcast #CapitolHillAttack2021 #EggplantEmoji #Quarantainment #COVID19 #Collaboration #Magic #AndStuff https://t.co/eQkqlV1T3C
"Montreal, Canada",2021-01-15 16:07:22,@ShaharHameiri overview piece on #COVID19 and globalization is out now! https://t.co/iRbDFdTWS2
"Montreal, Canada",2021-01-15 16:07:21,"New: A short overview piece I wrote on #COVID19 and #UNSC, part of a Forum that I edited. Other forthcoming contributions on the #EU, #intelligence and #humanitarianaid from colleagues coming out soon! https://t.co/mZSFKfvb1z
@cmrsj_recherche @CFrancopaix @RDandurand"
,2021-01-15 16:07:21,"The Trump team's handling of this will undoubtedly lead to the deaths of more Americans from COVID-19. It's no wonder the Biden transition team has been kept in the dark by Trump re: vaccination supply &amp; distribution. #COVID19 
https://t.co/urV0sK8yqC"
"Warszawa, Polska",2021-01-15 16:07:20,"A nationwide study will be conducted in #Poland to evaluate the exact number of people who have been infected with #coronavirus and those who have acquired #immunity to the #COVID19 disease.

More: https://t.co/GR7VMGc83n https://t.co/cHgS67LsTc"
"Toronto, ON",2021-01-15 16:07:19,Rumours and myths around the #COVID19vaccine spread almost as fast as #COVID19 and other transmissible infections (just kidding)! Swipe to #mythbust some #mRNAvaccine misconceptions and check out @UWPharmacy  #pharmacy5in5 for great resources on #covid_19 https://t.co/t5MmM01Ig6
"Austin, TX",2021-01-15 16:07:19,"We understand that people are frustrated with tech issues, staffing limitations, + the novelty of the #COVID19 vaccine rollout. APH IT teams have been working around the clock to fix tech issues that occurred due to overwhelming demand. 
👉 More info: https://t.co/MEI6AFzwcd https://t.co/AveJZHGJld"
"Greenville, United States",2021-01-15 16:07:18,"#podin America Dissected: #Coronavirus #podcast 
Black Scientists Matter With Dr. Kizzmekia (@KizzyPhD) Corbett https://t.co/A6EEj7C7l2 Dr. 
@AbdulElSayed
 #pandemic #COVID19 #SARSCoV2 #PublicHealth #PublicPolicy #medicine #science"
"Stanford, CA | Cape Town, WC",2021-01-15 16:07:17,"This #FanFriday, we're reading about the Vaccine Confidence Project and their work to monitor public sentiment around vaccines worldwide @vaccine_trust #vaccines #COVID19 https://t.co/kUsDmd8nqy"
"Ottawa, Ontario",2021-01-15 16:07:17,"😂 Alonso learned how to scroll the backgrounds in my #iWatch and check what picture he chose for me 👇

#HappyFriday everyone! 

#Autism #DownSyndrome #parentinginapandemic #COVID19 https://t.co/ccjcKCdhUT"
"San Francisco, California",2021-01-15 16:07:16,"According to @kinsa data, the true holiday #COVID19 case surge is just beginning, as Rt (rate of transmission) has risen sharply to levels we have not seen since June 2020. https://t.co/6qwcoOHxaQ 

#healthweatheralert #COVIDUpdates #StopTheSpread #coronavirus"
  Shropshire England ,2021-01-15 16:07:15,"55,761 new coronavirus cases today
Highest since the 9th

1280 more loved ones lost 💔 

#DailyBriefing #coronavirus #Covid19 https://t.co/8XfKelkf8t"
United Kingdom,2021-01-15 16:07:12,"The #COVID19 Dashboard has been updated: https://t.co/qw05K5kAUg

On Friday 15 January 2021, 55,761 new cases and 1,280 deaths within 28 days of a positive test were reported across the UK.

A total of 3,234,946 people have now received the first dose of a #vaccine."
"Atlanta, GA",2021-01-15 16:07:11,"Finally it seems that the media is catching up with what people in Japan were saying on social media the past 9 months: the country hasn't been containing #COVID19 despite great numbers.

Every day #Tokyo2020 looks less likely. https://t.co/DRiEuUyZVn"
,2021-01-15 16:07:09,"@sykescottages very disappointed you won’t help with a booking cancellation out of our control due to COVID, as key workers this is adding further stress and upset #pleasehelp #keyworkers #COVID19"
,2021-01-15 16:07:08,"Your legacy is racism as a birther, callous indifference to the suffering of immigrant children, hypocrisy for a laughable program to supposedly address bullying when you’re married to Trump, hating Christmas and building tennis courts as people died of #COVID19

Be best?
#BeGone https://t.co/wj5ysh6K4V"
"Cardiff and the Vale, Wales",2021-01-15 16:07:08,"Are you recovering from COVID-19? Our new Keeping Me Well rehabilitation website has a wealth of information, advice and exercises that you can access to support your recovery. Find out more: https://t.co/efS6RRwvKM #COVID #COVID19 https://t.co/ePl9NHOYNH"
"columbia, SC",2021-01-15 16:07:07,#COVID19 hasn't notably shifted views on racism &amp; health even as toll in communities of color grows @RWJF @RANDCorporation https://t.co/9WaEoyKvAt
